ProductID,Product Name,Category,SubCategory,Unit Price (MRP)
P1586,"Sharp Wireless Fax, Digital",Technology,Copiers,124.50
P1587,"Hoover Toaster, Silver",Office Supplies,Appliances,76.00
P1588,"Memorex Mouse, Programmable",Technology,Accessories,29.67
P1589,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,112.50
P1590,"Ames Clasp Envelope, Recycled",Office Supplies,Envelopes,6.00
P1591,"Elite Shears, Easy Grip",Office Supplies,Supplies,49.00
P1592,"Hewlett Fax and Copier, Color",Technology,Copiers,194.50
P1593,"Lesro Training Table, Fully Assembled",Furniture,Tables,270.50
P1594,"Barricks Computer Table, Adjustable Height",Furniture,Tables,309.00
P1595,"Xerox Memo Slips, Premium",Office Supplies,Paper,13.50
P1596,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,154.50
P1597,"Binney & Smith Highlighters, Blue",Office Supplies,Art,16.50
P1598,"Okidata Receipt Printer, White",Technology,Machines,73.00
P1599,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper,18.00
P1600,"Accos Paper Clips, Metal",Office Supplies,Fasteners,13.44
P1601,"Panasonic Printer, White",Technology,Machines,265.00
P1602,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,19.50
P1603,"Hamilton Beach Refrigerator, Silver",Office Supplies,Appliances,450.86
P1604,"OIC Thumb Tacks, Metal",Office Supplies,Fasteners,14.20
P1605,"Hewlett Wireless Fax, Color",Technology,Copiers,381.57
P1606,"HP Fax and Copier, Laser",Technology,Copiers,173.00
P1607,"Kraft Peel and Seal, with clear poly window",Office Supplies,Envelopes,24.00
P1608,"Novimex Round Labels, Adjustable",Office Supplies,Labels,2.11
P1609,"Ames Clasp Envelope, Security-Tint",Office Supplies,Envelopes,9.67
P1610,"Cameo Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,51.00
P1611,"Cuisinart Coffee Grinder, Black",Office Supplies,Appliances,34.25
P1612,"Wilson Jones Binder, Clear",Office Supplies,Binders,12.50
P1613,"Memorex Keyboard, Programmable",Technology,Accessories,36.33
P1614,"Belkin Mouse, USB",Technology,Accessories,41.00
P1615,"Stiletto Trimmer, High Speed",Office Supplies,Supplies,21.33
P1616,"SanDisk Note Cards, 8.5 x 11",Office Supplies,Paper,29.67
P1617,"StarTech Phone, Red",Technology,Machines,71.67
P1618,"Hamilton Beach Coffee Grinder, White",Office Supplies,Appliances,16.33
P1619,"Avery Round Labels, Adjustable",Office Supplies,Labels,5.00
P1620,"Motorola Smart Phone, with Caller ID",Technology,Phones,226.00
P1621,"Breville Blender, Black",Office Supplies,Appliances,45.00
P1622,"Motorola Speaker Phone, with Caller ID",Technology,Phones,110.33
P1623,"Nokia Speaker Phone, Cordless",Technology,Phones,63.00
P1624,"Logitech Mouse, Programmable",Technology,Accessories,30.75
P1625,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,153.00
P1626,"Accos Staples, Assorted Sizes",Office Supplies,Fasteners,4.20
P1627,"Ames Mailers, with clear poly window",Office Supplies,Envelopes,19.67
P1628,"Cisco Headset, VoIP",Technology,Phones,44.50
P1629,"Jiffy Interoffice Envelope, Recycled",Office Supplies,Envelopes,45.20
P1630,"Epson Calculator, White",Technology,Machines,22.50
P1631,"Nokia Smart Phone, with Caller ID",Technology,Phones,543.00
P1632,"Enermax Cards & Envelopes, Premium",Office Supplies,Paper,24.00
P1633,"Sharp Fax and Copier, Color",Technology,Copiers,144.50
P1634,"Nokia Headset, Full Size",Technology,Phones,63.33
P1635,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,410.00
P1636,"Eldon Stacking Tray, Durable",Furniture,Furnishings,28.67
P1637,"Harbour Creations Removable Labels, Laser Printer Compatible",Office Supplies,Labels,5.00
P1638,"HP Personal Copier, Digital",Technology,Copiers,105.33
P1639,"Okidata Printer, Durable",Technology,Machines,268.67
P1640,"Nokia Signal Booster, Cordless",Technology,Phones,118.33
P1641,"Konica Calculator, Durable",Technology,Machines,52.00
P1642,"Belkin Mouse, Bluetooth",Technology,Accessories,41.00
P1643,"Avery Round Labels, 5000 Label Set",Office Supplies,Labels,7.50
P1644,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,141.43
P1645,"Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes,46.40
P1646,"Hoover Microwave, Silver",Office Supplies,Appliances,309.33
P1647,"GlobeWeis Mailers, Set of 50",Office Supplies,Envelopes,38.50
P1648,"Xerox Parchment Paper, Recycled",Office Supplies,Paper,13.33
P1649,"Avery Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,12.00
P1650,"Samsung Audio Dock, Cordless",Technology,Phones,84.75
P1651,"Lesro Round Table, Adjustable Height",Furniture,Tables,136.29
P1652,"Motorola Speaker Phone, Cordless",Technology,Phones,133.00
P1653,"Hon File Folder Labels, 5000 Label Set",Office Supplies,Labels,9.00
P1654,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,4.33
P1655,"Bevis Computer Table, with Bottom Storage",Furniture,Tables,322.75
P1656,"Kleencut Letter Opener, High Speed",Office Supplies,Supplies,26.33
P1657,"Accos Clamps, 12 Pack",Office Supplies,Fasteners,9.40
P1658,"Jiffy Manila Envelope, Set of 50",Office Supplies,Envelopes,26.00
P1659,"HP Fax Machine, Color",Technology,Copiers,271.00
P1660,"Enermax Numeric Keypad, USB",Technology,Accessories,55.20
P1661,"Acme Box Cutter, Steel",Office Supplies,Supplies,37.00
P1662,"Enermax Memo Slips, 8.5 x 11",Office Supplies,Paper,19.67
P1663,"Green Bar Computer Printout Paper, Premium",Office Supplies,Paper,15.00
P1664,"Elite Ruler, Serrated",Office Supplies,Supplies,9.00
P1665,"Green Bar Computer Printout Paper, Recycled",Office Supplies,Paper,29.75
P1666,"Kleencut Trimmer, Easy Grip",Office Supplies,Supplies,43.00
P1667,"Hamilton Beach Stove, White",Office Supplies,Appliances,486.40
P1668,"Kraft Manila Envelope, with clear poly window",Office Supplies,Envelopes,30.00
P1669,"Enermax Message Books, Recycled",Office Supplies,Paper,22.40
P1670,"Eldon Frame, Duo Pack",Furniture,Furnishings,116.00
P1671,"Okidata Phone, Red",Technology,Machines,71.33
P1672,"Tenex Box, Single Width",Office Supplies,Storage,10.00
P1673,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,25.00
P1674,"Epson Receipt Printer, Durable",Technology,Machines,58.67
P1675,"Hon Shipping Labels, Adjustable",Office Supplies,Labels,4.67
P1676,"Rubbermaid Stacking Tray, Black",Furniture,Furnishings,22.67
P1677,"Ames Mailers, Set of 50",Office Supplies,Envelopes,36.00
P1678,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,343.00
P1679,"Office Star Swivel Stool, Red",Furniture,Chairs,69.50
P1680,"StarTech Calculator, Red",Technology,Machines,37.14
P1681,"Hon Chairmat, Set of Two",Furniture,Chairs,57.80
P1682,"Kleencut Trimmer, High Speed",Office Supplies,Supplies,41.50
P1683,"Green Bar Note Cards, 8.5 x 11",Office Supplies,Paper,29.50
P1684,"Deflect-O Light Bulb, Black",Furniture,Furnishings,19.00
P1685,"Logitech Flash Drive, Erganomic",Technology,Accessories,28.33
P1686,"Canon Copy Machine, High-Speed",Technology,Copiers,260.33
P1687,"SanDisk Cards & Envelopes, Multicolor",Office Supplies,Paper,49.80
P1688,"Canon Copy Machine, Laser",Technology,Copiers,262.13
P1689,"Avery File Folder Labels, 5000 Label Set",Office Supplies,Labels,9.50
P1690,"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes,23.50
P1691,"Bevis Coffee Table, Rectangular",Furniture,Tables,158.00
P1692,"Breville Stove, Black",Office Supplies,Appliances,561.00
P1693,"Belkin Router, Programmable",Technology,Accessories,260.20
P1694,"Eldon Stacking Tray, Duo Pack",Furniture,Furnishings,32.00
P1695,"Enermax Cards & Envelopes, Multicolor",Office Supplies,Paper,48.50
P1696,"Sharp Wireless Fax, Laser",Technology,Copiers,355.88
P1697,"Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies,37.00
P1698,"HP Ink, Color",Technology,Copiers,130.00
P1699,"Panasonic Inkjet, Red",Technology,Machines,278.50
P1700,"Cameo Mailers, Set of 50",Office Supplies,Envelopes,38.00
P1701,"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,40.67
P1702,"Samsung Speaker Phone, Cordless",Technology,Phones,107.25
P1703,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,143.00
P1704,"Epson Receipt Printer, White",Technology,Machines,104.00
P1705,"Hamilton Beach Blender, Black",Office Supplies,Appliances,70.50
P1706,"Harbour Creations Bag Chairs, Set of Two",Furniture,Chairs,32.00
P1707,"Novimex Round Labels, Alphabetical",Office Supplies,Labels,3.00
P1708,"Panasonic Card Printer, Wireless",Technology,Machines,174.00
P1709,"Enermax Keyboard, USB",Technology,Accessories,83.75
P1710,"SAFCO Swivel Stool, Black",Furniture,Chairs,82.67
P1711,"Konica Printer, Durable",Technology,Machines,268.00
P1712,"Acme Shears, Easy Grip",Office Supplies,Supplies,25.80
P1713,"Harbour Creations Rocking Chair, Set of Two",Furniture,Chairs,74.67
P1714,"Okidata Receipt Printer, Red",Technology,Machines,102.00
P1715,"Panasonic Calculator, Red",Technology,Machines,47.43
P1716,"Enermax Memory Card, USB",Technology,Accessories,114.67
P1717,"Hon Removable Labels, Laser Printer Compatible",Office Supplies,Labels,10.00
P1718,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,182.67
P1719,"Hoover Blender, White",Office Supplies,Appliances,97.86
P1720,"Kleencut Trimmer, Steel",Office Supplies,Supplies,40.75
P1721,"Deflect-O Light Bulb, Erganomic",Furniture,Furnishings,17.50
P1722,"SAFCO Swivel Stool, Set of Two",Furniture,Chairs,170.33
P1723,"Eaton Memo Slips, Premium",Office Supplies,Paper,12.40
P1724,"Accos Staples, Metal",Office Supplies,Fasteners,11.00
P1725,"Advantus Clock, Erganomic",Furniture,Furnishings,50.00
P1726,"Eldon Light Bulb, Erganomic",Furniture,Furnishings,9.50
P1727,"StarTech Calculator, Wireless",Technology,Machines,36.00
P1728,"Sharp Personal Copier, High-Speed",Technology,Copiers,118.25
P1729,"Epson Calculator, Wireless",Technology,Machines,23.00
P1730,"Kleencut Shears, High Speed",Office Supplies,Supplies,46.75
P1731,"SanDisk Flash Drive, Bluetooth",Technology,Accessories,35.50
P1732,"Green Bar Memo Slips, Premium",Office Supplies,Paper,8.43
P1733,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels,8.00
P1734,"Hoover Refrigerator, Black",Office Supplies,Appliances,473.20
P1735,"SanDisk Keyboard, Bluetooth",Technology,Accessories,81.50
P1736,"Bevis Round Table, with Bottom Storage",Furniture,Tables,466.33
P1737,"OIC Push Pins, 12 Pack",Office Supplies,Fasteners,14.33
P1738,"SanDisk Router, Programmable",Technology,Accessories,258.00
P1739,"Panasonic Inkjet, Wireless",Technology,Machines,312.00
P1740,"Smead Color Coded Labels, Adjustable",Office Supplies,Labels,11.00
P1741,"Barricks Round Table, Adjustable Height",Furniture,Tables,327.43
P1742,"Motorola Office Telephone, with Caller ID",Technology,Phones,61.00
P1743,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,134.00
P1744,"Barricks Conference Table, with Bottom Storage",Furniture,Tables,453.67
P1745,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,149.50
P1746,"Kraft Manila Envelope, Recycled",Office Supplies,Envelopes,25.33
P1747,"Hon Training Table, Fully Assembled",Furniture,Tables,217.25
P1748,"Office Star Chairmat, Red",Furniture,Chairs,52.67
P1749,"Smead Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,11.00
P1750,"Okidata Phone, Durable",Technology,Machines,52.25
P1751,"Smead Shipping Labels, Adjustable",Office Supplies,Labels,5.00
P1752,"Avery Legal Exhibit Labels, Adjustable",Office Supplies,Labels,9.33
P1753,"Fiskars Ruler, Serrated",Office Supplies,Supplies,10.00
P1754,"Fiskars Box Cutter, Steel",Office Supplies,Supplies,35.00
P1755,"Nokia Speaker Phone, with Caller ID",Technology,Phones,74.00
P1756,"Ames Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,48.75
P1757,"Brother Fax Machine, Digital",Technology,Copiers,318.20
P1758,"Green Bar Message Books, Multicolor",Office Supplies,Paper,25.14
P1759,"Novimex Removable Labels, 5000 Label Set",Office Supplies,Labels,10.00
P1760,"SAFCO Swivel Stool, Red",Furniture,Chairs,67.00
P1761,"KitchenAid Stove, Black",Office Supplies,Appliances,569.67
P1762,"Jiffy Clasp Envelope, Security-Tint",Office Supplies,Envelopes,5.50
P1763,"Belkin Keyboard, Bluetooth",Technology,Accessories,42.00
P1764,"Elite Box Cutter, Serrated",Office Supplies,Supplies,31.60
P1765,"Konica Inkjet, Durable",Technology,Machines,312.00
P1766,"Samsung Signal Booster, Cordless",Technology,Phones,139.50
P1767,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,144.50
P1768,"SanDisk Memo Slips, Recycled",Office Supplies,Paper,17.00
P1769,"Eldon Frame, Erganomic",Furniture,Furnishings,114.83
P1770,"Breville Stove, Silver",Office Supplies,Appliances,506.00
P1771,"SanDisk Mouse, Programmable",Technology,Accessories,39.67
P1772,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper,22.00
P1773,"Stiletto Scissors, High Speed",Office Supplies,Supplies,23.67
P1774,"Safco Library with Doors, Metal",Furniture,Bookcases,350.29
P1775,"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,71.00
P1776,"GlobeWeis Clasp Envelope, Security-Tint",Office Supplies,Envelopes,12.25
P1777,"Ikea Library with Doors, Mobile",Furniture,Bookcases,365.88
P1778,"Jiffy Mailers, Set of 50",Office Supplies,Envelopes,37.33
P1779,"Logitech Keyboard, USB",Technology,Accessories,72.67
P1780,"Barricks Round Table, Rectangular",Furniture,Tables,324.40
P1781,"Harbour Creations File Folder Labels, Alphabetical",Office Supplies,Labels,4.50
P1782,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,207.67
P1783,"KitchenAid Microwave, White",Office Supplies,Appliances,277.50
P1784,"Cameo Manila Envelope, Set of 50",Office Supplies,Envelopes,27.00
P1785,"Breville Microwave, Black",Office Supplies,Appliances,271.00
P1786,"Rubbermaid Photo Frame, Black",Furniture,Furnishings,52.00
P1787,"KitchenAid Stove, White",Office Supplies,Appliances,568.33
P1788,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,73.00
P1789,"Breville Refrigerator, Red",Office Supplies,Appliances,519.25
P1790,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,176.67
P1791,"Hewlett Personal Copier, High-Speed",Technology,Copiers,142.33
P1792,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,125.67
P1793,"KitchenAid Blender, White",Office Supplies,Appliances,89.67
P1794,"Motorola Audio Dock, Full Size",Technology,Phones,148.50
P1795,"Cuisinart Blender, Black",Office Supplies,Appliances,66.50
P1796,"Bush Corner Shelving, Traditional",Furniture,Bookcases,111.50
P1797,"Epson Printer, Durable",Technology,Machines,223.36
P1798,"Cisco Speaker Phone, Full Size",Technology,Phones,125.83
P1799,"Safco Corner Shelving, Pine",Furniture,Bookcases,135.67
P1800,"Konica Card Printer, Durable",Technology,Machines,149.00
P1801,"Safco Library with Doors, Traditional",Furniture,Bookcases,350.86
P1802,"GlobeWeis Mailers, with clear poly window",Office Supplies,Envelopes,21.00
P1803,"Dania Corner Shelving, Pine",Furniture,Bookcases,123.50
P1804,"Enermax Memory Card, Bluetooth",Technology,Accessories,114.50
P1805,"Accos Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,13.67
P1806,"Acme Ruler, Easy Grip",Office Supplies,Supplies,9.25
P1807,"SanDisk Message Books, Multicolor",Office Supplies,Paper,25.25
P1808,"HP Fax and Copier, High-Speed",Technology,Copiers,60.00
P1809,"Eldon Stacking Tray, Erganomic",Furniture,Furnishings,27.14
P1810,"Panasonic Card Printer, Red",Technology,Machines,85.50
